"1a:5b:0e:79:e0:0d","-42","escpc"
"1a:5b:0e:79:e0:0d","-42","escpc"
"08:5b:0e:79:e0:0d","-41","escpc"
"1a:5b:0e:79:e0:15","-56","escpc"
"1a:5b:0e:79:e0:15","-57","escpc"
"08:5b:0e:79:e0:15","-56","escpc"
"1a:5b:0e:79:e0:af","-58","escpc"
"08:5b:0e:79:e0:af","-58","escpc"
"1a:5b:0e:79:e0:af","-58","escpc"
"7c:0b:c6:d6:39:e1","-56","escpc"
